A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,target
0.6614378277661477,-0.051313830013698866,-0.9966462998970866,-0.5429499644318405,-0.5594989053861664,1.4713933622609,0.7578782579046334,-0.2881410522445798,0.9546503761693188,1.1571443517761548,-0.31537952579013806,-0.9191951838952687,-0.31717104994778084,0.13819671138448447,-0.3572551339506587,1.0
-1.5118578920369088,2.352078089211058,-0.0438083606227659,-0.5429499644318405,-0.5594989053861664,1.004391789142215,-0.836438809028894,0.3891830446813002,0.9546503761693188,1.1571443517761548,1.0958518152941374,-0.9191951838952687,-0.31717104994778084,-0.88748054514317,0.018348080960277926,1.0
-1.5118578920369088,-0.5977747081995002,-0.8898259031174542,-0.5429499644318405,-0.5594989053861664,1.004391789142215,-0.836438809028894,-0.19354271468509937,0.9546503761693188,-0.8641964146176347,-0.5976257940069931,-0.9191951838952687,-0.31717104994778084,0.641359139115032,0.1954181679897195,1.0
0.6614378277661477,-0.3103000282060218,-0.6676394778158189,-0.5429499644318405,-0.5594989053861664,1.4713933622609,0.7578782579046334,0.6578423233502246,0.9546503761693188,1.1571443517761548,0.8136055470772823,1.0879082239773117,-0.31717104994778084,-0.5197849248785391,-0.35524297387077874,1.0
0.6614378277661477,-0.9715781209237527,0.20508316387377754,-0.5429499644318405,-0.5594989053861664,1.4713933622609,0.7578782579046334,-0.1140801111351358,0.9546503761693188,-0.8641964146176347,-0.5976257940069931,-0.9191951838952687,3.2705014822484286,-0.3907689177681424,-0.3572551339506587,1.0
0.6614378277661477,0.05659708589976903,-0.14208312566002768,-0.5429499644318405,-0.5594989053861664,0.7708910025828726,0.7578782579046334,0.1848506355528224,0.9546503761693188,-0.8641964146176347,-0.5976257940069931,1.0879082239773117,-0.31717104994778084,1.1574231675566191,-0.3572551339506587,1.0
0.6614378277661477,0.15069540457631334,-0.7744598745954513,-0.5429499644318405,-0.5594989053861664,1.2378925757015575,-0.836438809028894,1.6284212667104938,0.9546503761693188,-0.8641964146176347,-0.5976257940069931,1.0879082239773117,-0.31717104994778084,-0.10693370212526943,0.3059192923764638,1.0
-1.5118578920369088,-0.7341741059141235,1.4783822934869957,-0.5429499644318405,-0.5594989053861664,-0.8636145033325247,0.7578782579046334,-0.7459970060324651,0.9546503761693188,-0.8641964146176347,-0.5976257940069931,-0.9191951838952687,-0.31717104994778084,-0.648800931988936,0.5475461819687226,1.0
0.6614378277661477,1.9851809751052676,-0.8898259031174542,1.783978454561761,1.7944903916653874,0.5373902160235301,-0.836438809028894,0.7373049269001882,0.9546503761693188,-0.8641964146176347,-0.5976257940069931,-0.9191951838952687,-0.31717104994778084,-0.003720896436951995,-0.14664904558988354,1.0
0.6614378277661477,0.9561424809544375,0.05339820044669957,1.783978454561761,1.7944903916653874,1.4713933622609,0.7578782579046334,0.43648221346104044,0.9546503761693188,-0.8641964146176347,-0.5976257940069931,1.0879082239773117,-0.31717104994778084,-0.8294233419434914,0.6099231444450032,1.0
